CpuId,"CpuName",Bus speed,BX806735120,BX806735122,BX806736128,BX806736130,BX806736134,BX806736138,BX806736140,BX806736142,BX806736148,BX806736152,BX806738160,BX806738164,BX806738170,BX806738176,BX806738180,BX806895320,BX806896330,BX806896336Y,BX806955218,BX806955218R,BX806955220,BX806956226R,BX806956230,BX806956230R,BX806956234,BX806956238,BX806956248,BX806956252,BX806958256,Cache latency,CD8067302577901,CD8067302578001,CD8067303133605,CD8067303192101,CD8067303314400,CD8067303314700,CD8067303317801,CD8067303319201,CD8067303327601,CD8067303327701,CD8067303328000,CD8067303330302,CD8067303330402,CD8067303330702,CD8067303368800,CD8067303405200,CD8067303405400,CD8067303405500,CD8067303405600,CD8067303405700,CD8067303405800,CD8067303405900,CD8067303406000,CD8067303406100,CD8067303406200,CD8067303406500,CD8067303406600,CD8067303408800,CD8067303408900,CD8067303409000,CD8067303535601,CD8067303535700,CD8067303535900,CD8067303536100,CD8067303567703,CD8067303592500,CD8067303592600,CD8067303592700,CD8067303592800,CD8067303592900,CD8067303593000,CD8067303593100,CD8067303593300,CD8067303593400,CD8067303593600,CD8067303593700,CD8067303593800,CD8067303593900,CD8067303657201,CD8067303657302,CD8067303680501,CD8067303694600,CD8067303843000,CD8067303927300,CD8067303927400,CD8068904570101,CD8068904570201,CD8068904571501,CD8068904571601,CD8068904571901,CD8068904572001,CD8068904572101,CD8068904572204,CD8068904572302,CD8068904572401,CD8068904572501,CD8068904572601,CD8068904582501,CD8068904582702,CD8068904582803,CD8068904599101,CD8068904642802,CD8068904656703,CD8068904657302,CD8068904657502,CD8068904657601,CD8068904657701,CD8068904658201,CD8068904658602,CD8068904658702,CD8068904658802,CD8068904658902,CD8068904659101,CD8068904659201,CD8068904665802,CD8068904686504,CD8068904722302,CD8068904722404,CD8069504184102,CD8069504184202,CD8069504184502,CD8069504184602,CD8069504193301,CD8069504193501,CD8069504193701,CD8069504194301,CD8069504194401,CD8069504194501,CD8069504194601,CD8069504194701,CD8069504195101,CD8069504195201,CD8069504195301,CD8069504195401,CD8069504195501,CD8069504198002,CD8069504198101,CD8069504200902,CD8069504201001,CD8069504201101,CD8069504201201,CD8069504201401,CD8069504214002,CD8069504214102,CD8069504214202,CD8069504214302,CD8069504214601,CD8069504228001,CD8069504228101,CD8069504228201,CD8069504283006,CD8069504283104,CD8069504283204,CD8069504283304,CD8069504283404,CD8069504283503,CD8069504283604,CD8069504283704,CD8069504284203,CD8069504284302,CD8069504284704,CD8069504284804,CD8069504285004,CD8069504285204,CD8069504289900,CD8069504295701,CD8069504384601,CD8069504425200,CD8069504425301,CD8069504425402,CD8069504446300,CD8069504448800,CD8069504449000,CD8069504449101,CD8069504449301,CD8069504449401,CD8069504497400,CD8070604480301,CD8070604480401,CD8070604480501,CD8070604480601,CD8070604481002,CD8070604481101,CD8070604481201,CD8070604481301,CD8070604481501,CD8070604481600,CD8070604481601,CD8070604559701,CD8070604559801,CD8070604559900,CD8070604560002,Clock multiplier,CM8067303824101,Core stepping,CPUIDs,Data width,Die,Family,Fan/heatsink,Floating Point Unit,Frequency,Instruction set,Introduction date,Level 1 cache size,Level 2 cache size,Level 3 cache size,Low power features,Low power frequency,Manufacturing process,Market segment,Maximum operating temperature,Maximum turbo frequency,Microarchitecture,Model number,Multiprocessing,Physical memory,PK8071305072001,PK8071305072301,PK8071305072401,PK8071305072501,PK8071305072601,PK8071305072902,PK8071305073001,PK8071305073101,PK8071305073201,PK8071305073301,PK8071305074601,PK8071305074701,PK8071305074801,PK8071305074901,PK8071305075001,PK8071305075101,PK8071305075201,PK8071305075701,PK8071305075901,PK8071305076101,PK8071305118701,PK8071305118801,PK8071305120102,PK8071305120301,PK8071305120401,PK8071305120500,PK8071305120600,PK8071305120701,PK8071305120802,PK8071305120901,PK8071305121001,PK8071305121101,PK8071305121202,PK8071305121300,PK8071305121400,PK8071305121501,PK8071305121701,PK8071305121801,PK8071305121901,PK8071305122001,PK8071305122201,PK8071305122301,Platform,Price at introduction,Processor core,Security Features,Size,Socket,The number of CPU cores,The number of threads,Thermal Design Power,Type,Weight,"SourceUrl"
Intel-Xeon%208360Y,"Intel Xeon Platinum 8360Y - CD8068904571901",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,D1 D2,606A6,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2.4 GHz / 2400 MHz,x86,April 6. 2021,36 x 32 KB instruction caches 36 x 48 KB data caches,36 x 1.25 MB caches,54 MB shared cache,Enhanced SpeedStep technology,,0.010 micron,Server,80°C (case),3.5 GHz / 3500 MHz,Ice Lake,8360Y,Up to 2 processors,6 TB (DDR4 + Optane PMem 200. per socket) 4 TB (DDR4 memory. per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitley,$4702,Ice Lake-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,36,72,250 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208360Y.html"
Intel-Xeon%208362,"Intel Xeon Platinum 8362 - CD8068904722404",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,D2,606A6,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2.8 GHz / 2800 MHz,x86,April 6. 2021,32 x 32 KB instruction caches 32 x 48 KB data caches,32 x 1.25 MB caches,48 MB shared cache,Enhanced SpeedStep technology,,0.010 micron,Server,82°C (case),3.6 GHz / 3600 MHz,Ice Lake,8362,Up to 2 processors,6 TB (DDR4 + Optane PMem 200. per socket) 4 TB (DDR4 memory. per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitley,$5448,Ice Lake-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,32,64,265 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208362.html"
Intel-Xeon%208368,"Intel Xeon Platinum 8368 - CD8068904572001",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,D1 D2,606A6,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2.4 GHz / 2400 MHz,x86,April 6. 2021,38 x 32 KB instruction caches 38 x 48 KB data caches,38 x 1.25 MB caches,57 MB shared cache,Enhanced SpeedStep technology,,0.010 micron,Server,84°C (case),3.4 GHz / 3400 MHz,Ice Lake,8368,Up to 2 processors,6 TB (DDR4 + Optane PMem 200. per socket) 4 TB (DDR4 memory. per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitley,$6302,Ice Lake-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,38,76,270 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208368.html"
Intel-Xeon%208368Q,"Intel Xeon Platinum 8368Q - CD8068904582803",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,D1 D2,606A6,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2.6 GHz / 2600 MHz,x86,April 6. 2021,38 x 32 KB instruction caches 38 x 48 KB data caches,38 x 1.25 MB caches,57 MB shared cache,Enhanced SpeedStep technology,,0.010 micron,Server,58°C (case),3.7 GHz / 3700 MHz,Ice Lake,8368Q,Up to 2 processors,6 TB (DDR4 + Optane PMem 200. per socket) 4 TB (DDR4 memory. per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitley,$6743,Ice Lake-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,38,76,270 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208368Q.html"
Intel-Xeon%208370C,"Intel Xeon Platinum 8370C",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,606A6,64 bit,,Intel Xeon Platinum,,Integrated,2.8 GHz / 2800 MHz,x86,,32 x 32 KB instruction caches 32 x 48 KB data caches,32 x 1.25 MB caches,48 MB cache,Enhanced SpeedStep technology,,0.010 micron,Server,,3.5 GHz / 3500 MHz,Ice Lake,8370C,Up to 2 processors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ice Lake-SP,NX / XD / Execute disable bit    Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,32,64,270 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208370C.html"
Intel-Xeon%208372C,"Intel Xeon Platinum 8372C",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,606A6,64 bit,,Intel Xeon Platinum,,Integrated,3.2 GHz / 3200 MHz,x86,,28 x 32 KB instruction caches 28 x 48 KB data caches,28 x 1.25 MB caches,42 MB cache,Enhanced SpeedStep technology,,0.010 micron,Server,,3.5 GHz / 3500 MHz,Ice Lake,8372C,Up to 2 processors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ice Lake-SP,NX / XD / Execute disable bit    Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,28,56,300 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208372C.html"
Intel-Xeon%208373C,"Intel Xeon Platinum 8373C",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,606A6,64 bit,,Intel Xeon Platinum,,Integrated,2.6 GHz / 2600 MHz,x86,,36 x 32 KB instruction caches 36 x 48 KB data caches,36 x 1.25 MB caches,54 MB cache,Enhanced SpeedStep technology,,0.010 micron,Server,,3.5 GHz / 3500 MHz,Ice Lake,8373C,Up to 2 processors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ice Lake-SP,NX / XD / Execute disable bit    Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,36,72,300 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208373C.html"
Intel-Xeon%208375C,"Intel Xeon Platinum 8375C",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,606A6,64 bit,,Intel Xeon Platinum,,Integrated,2.9 GHz / 2900 MHz,x86,,32 x 32 KB instruction caches 32 x 48 KB data caches,32 x 1.25 MB caches,54 MB cache,Enhanced SpeedStep technology,,0.010 micron,Server,,3.5 GHz / 3500 MHz,Ice Lake,8375C,Up to 2 processors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ice Lake-SP,NX / XD / Execute disable bit    Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,32,64,300 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208375C.html"
Intel-Xeon%208376H,"Intel Xeon Platinum 8376H - CD8070604480501",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,26,,A1,,64 bit,,Intel Xeon Platinum,,Integrated,2.6 GHz / 2600 MHz,x86,Jun 18. 2020,28 x 32 KB instruction caches 28 x 32 KB data caches,28 x 1 MB caches,38.5 MB shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,4.3 GHz / 4300 MHz,Cooper Lake,8376H,Up to 8 processors,1.12 TB (per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Island,$8719,Cooper Lake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-5,28,56,205 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208376H.html"
Intel-Xeon%208376HL,"Intel Xeon Platinum 8376HL - CD8070604480601",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,26,,A1,,64 bit,,Intel Xeon Platinum,,Integrated,2.6 GHz / 2600 MHz,x86,Jun 18. 2020,28 x 32 KB instruction caches 28 x 32 KB data caches,28 x 1 MB caches,38.5 MB shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,4.3 GHz / 4300 MHz,Cooper Lake,8376HL,Up to 8 processors,4.5 TB (per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Island,$11772,Cooper Lake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-5,28,56,205 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208376HL.html"
Intel-Xeon%208380,"Intel Xeon Platinum 8380 - CD8068904572601",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,D1 D2,606A6,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2.3 GHz / 2300 MHz,x86,April 6. 2021,40 x 32 KB instruction caches 40 x 48 KB data caches,40 x 1.25 MB caches,60 MB shared cache,Enhanced SpeedStep technology,,0.010 micron,Server,83°C (case),3.4 GHz / 3400 MHz,Ice Lake,8380,Up to 2 processors,6 TB (DDR4 + Optane PMem 200. per socket) 4 TB (DDR4 memory. per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitley,$8099,Ice Lake-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,40,80,270 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208380.html"
Intel-Xeon%208380H,"Intel Xeon Platinum 8380H - CD8070604480301",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,29,,A1,,64 bit,,Intel Xeon Platinum,,Integrated,2.9 GHz / 2900 MHz,x86,Jun 18. 2020,28 x 32 KB instruction caches 28 x 32 KB data caches,28 x 1 MB caches,38.5 MB shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,4.3 GHz / 4300 MHz,Cooper Lake,8380H,Up to 8 processors,1.12 TB (per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Island,$10009,Cooper Lake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-5,28,56,250 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208380H.html"
Intel-Xeon%208380HL,"Intel Xeon Platinum 8380HL - CD8070604480401",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,29,,A1,,64 bit,,Intel Xeon Platinum,,Integrated,2.9 GHz / 2900 MHz,x86,Jun 18. 2020,28 x 32 KB instruction caches 28 x 32 KB data caches,28 x 1 MB caches,38.5 MB shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,4.3 GHz / 4300 MHz,Cooper Lake,8380HL,Up to 8 processors,4.5 TB (per socket),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Island,$13012,Cooper Lake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-5,28,56,250 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208380HL.html"
Intel-Xeon%208383C,"Intel Xeon Platinum 8383C",11.2 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,606A6,64 bit,,Intel Xeon Platinum,,Integrated,2.7 GHz / 2700 MHz,x86,,40 x 32 KB instruction caches 40 x 48 KB data caches,40 x 1.25 MB caches,60 MB cache,Enhanced SpeedStep technology,,0.010 micron,Server,,3.6 GHz / 3600 MHz,Ice Lake,8383C,Up to 2 processors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ice Lake-SP,NX / XD / Execute disable bit    Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket LGA4189-4,40,80,330 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208383C.html"
Intel-Xeon%208444H,"Intel Xeon Platinum 8444H - PK8071305075101",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,E5,,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2.9 GHz / 2900 MHz,x86,January 10. 2023,16 x 32 KB instruction caches 16 x 48 KB data caches,16 x 2 MB caches,45 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,72°C (case) 97°C (DTS),4 GHz / 4000 MHz,Sapphire Rapids,8444H,Up to 8 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$4234,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,16,32,270 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208444H.html"
Intel-Xeon%208450H,"Intel Xeon Platinum 8450H - PK8071305075901",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,E5,,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2 GHz / 2000 MHz,x86,January 10. 2023,28 x 32 KB instruction caches 28 x 48 KB data caches,28 x 2 MB caches,75 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,76°C (case) 93°C (DTS),3.5 GHz / 3500 MHz,Sapphire Rapids,8450H,Up to 8 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$4708,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,28,56,250 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208450H.html"
Intel-Xeon%208452Y,"Intel Xeon Platinum 8452Y - PK8071305076101",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,E5,,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2 GHz / 2000 MHz,x86,January 10. 2023,36 x 32 KB instruction caches 36 x 48 KB data caches,36 x 2 MB caches,67.5 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,75°C (case) 95°C (DTS),3.2 GHz / 3200 MHz,Sapphire Rapids,8452Y,Up to 2 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3995,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,36,72,300 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208452Y.html"
Intel-Xeon%208454H,"Intel Xeon Platinum 8454H - PK8071305074601",32 GT/s PCI Express interface 16 GT/s Direct Media Interface 16 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,E5,,64 bit,XCC type,Intel Xeon Platinum,,Integrated,2.1 GHz / 2100 MHz,x86,January 10. 2023,32 x 32 KB instruction caches 32 x 48 KB data caches,32 x 2 MB caches,82.5 MB shared cache,Enhanced SpeedStep technology,,0.010 micron "Intel 7" process,Server,71°C (case) 97°C (DTS),3.4 GHz / 3400 MHz,Sapphire Rapids,8454H,Up to 8 processors,6 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$6540,Sapphire Rapids-SP,NX / XD / Execute disable bit    SGX / Software Guard Extensions TXT / Trusted Execution technology Total Memory Encryption Crypto Acceleration,3.05" x 2.22" / 7.75cm x 5.65cm,Socket 4677,32,64,270 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208454H.html"
